,index,Cluster,,ai-big-data,algorand-ecosystem,amm,analytics,arbitrum-ecosytem,asset-backed-stablecoin,avalanche-ecosystem,binance-chain,binance-launchpad,blake256,blake2s,bnb-chain,cardano,cardano-ecosystem,celo-ecosystem,centralized-exchange,collectibles-nfts,content-creation,cosmos-ecosystem,dag,dao,data-provenance,decentralized-exchange,defi,derivatives,dex,discount-token,distributed-computing,doggone-doggerel,dpos,elrond-ecosystem,enterprise-solutions,entertainment,equihash,ethash,ethereum-ecosystem,fantom-ecosystem,filesharing,gaming,governance,harmony-ecosystem,hybrid-pow-pos,injective-ecosystem,interoperability,iot,iotex-ecosystem,lending-borowing,logistics,lpos,marketing,marketplace,masternodes,media,medium-of-exchange,memes,metaverse,mineable,mobile,moonriver-ecosystem,move-to-earn,music,near-protocol-ecosystem,oracles,parafi-capital,payments,platform,play-to-earn,poi,polkadot,polkadot-ecosystem,polygon-ecosystem,pos,pow,privacy,research,ringct,rollups,scaling,scrypt,services,sha-256,sharing-economy,smart-contracts,solana-ecosystem,spartan-group,sports,stablecoin,staking,state-channel,storage,store-of-value,substrate,terra-ecosystem,tron-ecosystem,usd-stablecoin,video,web3,wrapped-tokens,x11,yield-aggregator,yield-farming,zero-knowledge-proofs,zilliqa-ecosystem,symbol,groups,0,1,name,main_token,info
68,68,7,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,TUSD,"USDT,USDC,UST,BUSD,DAI,TUSD,USDN,USDP",7,"stablecoin                 1.000
bnb-chain                  1.000
usd-stablecoin             1.000
asset-backed-stablecoin    0.625
moonriver-ecosystem        0.500
arbitrum-ecosytem          0.500
avalanche-ecosystem        0.375
fantom-ecosystem           0.250
harmony-ecosystem          0.250
injective-ecosystem        0.250
defi                       0.250
store-of-value             0.250
Name: 7, dtype: float64",TrueUSD,trueusd,"Stablecoins are cryptocurrencies where the price is designed to be pegged to a cryptocurrency, fiat money, or to exchange-traded commodities (such as precious metals or industrial metals).


== Backed stablecoins ==
Advantages of asset-backed cryptocurrencies are that coins are stabilized by assets that fluctuate outside of the cryptocurrency space, that is, the underlying asset is not correlated, reducing financial risk. Bitcoin and altcoins are highly correlated, so that cryptocurrency holders cannot escape widespread price falls without exiting the market or taking refuge in asset backed stablecoins."
69,69,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GALA,"APE,MANA,SAND,AXS,GALA,ENJ",17,"collectibles-nfts     1.000000
gaming                1.000000
metaverse             0.833333
play-to-earn          0.666667
ethereum-ecosystem    0.333333
content-creation      0.333333
polygon-ecosystem     0.333333
binance-launchpad     0.333333
Name: 17, dtype: float64",Gala,gala,"Matthew Paige Damon (; born October 8, 1970) is an American actor, film producer, and screenwriter. Ranked among Forbes' most bankable stars, the films in which he has appeared have collectively earned over $3.88 billion at the North American box office, making him one of the highest-grossing actors of all time. He is the recipient of various accolades, including an Academy Award and two Golden Globe Awards, in addition to nominations for three British Academy Film Awards, six Screen Actors Guild Awards, and seven Primetime Emmy Awards."
70,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CHZ,"BNB,CRO,TRX,HBAR,CHZ,NEXO,CELO,TFUEL,XEM",1,"payments                1.000000
smart-contracts         0.333333
bnb-chain               0.222222
mobile                  0.222222
medium-of-exchange      0.222222
media                   0.222222
marketplace             0.222222
centralized-exchange    0.222222
content-creation        0.222222
Name: 1, dtype: float64",Chiliz,chiliz,
71,71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NEXO,"BNB,CRO,TRX,HBAR,CHZ,NEXO,CELO,TFUEL,XEM",1,"payments                1.000000
smart-contracts         0.333333
bnb-chain               0.222222
mobile                  0.222222
medium-of-exchange      0.222222
media                   0.222222
marketplace             0.222222
centralized-exchange    0.222222
content-creation        0.222222
Name: 1, dtype: float64",Nexo,nexo,
72,72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,CELO,"BNB,CRO,TRX,HBAR,CHZ,NEXO,CELO,TFUEL,XEM",1,"payments                1.000000
smart-contracts         0.333333
bnb-chain               0.222222
mobile                  0.222222
medium-of-exchange      0.222222
media                   0.222222
marketplace             0.222222
centralized-exchange    0.222222
content-creation        0.222222
Name: 1, dtype: float64",Celo,celo,
73,73,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QNT,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Quant,quant,
74,74,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ENJ,"APE,MANA,SAND,AXS,GALA,ENJ",17,"collectibles-nfts     1.000000
gaming                1.000000
metaverse             0.833333
play-to-earn          0.666667
ethereum-ecosystem    0.333333
content-creation      0.333333
polygon-ecosystem     0.333333
binance-launchpad     0.333333
Name: 17, dtype: float64",Enjin Coin,enjin coin,
75,75,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LRC,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Loopring,loopring,
76,76,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,CRV,"UNI,CAKE,AAVE,CRV,KNC",14,"governance                1.0
defi                      1.0
yield-farming             0.8
decentralized-exchange    0.8
dao                       0.8
amm                       0.8
parafi-capital            0.6
bnb-chain                 0.6
arbitrum-ecosytem         0.4
polygon-ecosystem         0.4
fantom-ecosystem          0.4
Name: 14, dtype: float64",Curve DAO Token,curve dao token,"Ethereum is a decentralized, open-source blockchain with smart contract functionality. Ether (ETH or Ξ) is the native cryptocurrency of the platform. Among cryptocurrencies, Ether is second only to Bitcoin in market capitalization.Ethereum was conceived in 2013 by programmer Vitalik Buterin."
77,77,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OKB,"FTT,LEO,KCS,HT,OKB",15,"centralized-exchange    1.0
marketplace             1.0
discount-token          0.8
algorand-ecosystem      0.4
payments                0.4
Name: 15, dtype: float64",OKB,okb,"OKX, formerly known as OKEx, is one of the largest crypto spot and derivatives trading exchanges. OKX is a Seychelles-based cryptocurrency exchange that provides a platform for trading various instruments such as spot and derivative. Some of the exchange's core features include spot and derivative trading."
78,78,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,BAT,BAT,8,"Series([], Name: 8, dtype: float64)",Basic Attention Token,basic attention token,"A non-fungible token (NFT) is a non-interchangeable unit of data stored on a blockchain, a form of digital ledger, that can be sold and traded. Types of NFT data units may be associated with digital files such as photos, videos, and audio. Because each token is uniquely identifiable, NFTs differ from most cryptocurrencies, such as Bitcoin, which are fungible."
79,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,DASH,"ETH,DOGE,LTC,XMR,ETC,ZEC,MIOTA,DASH,DCR",0,"mineable              0.888889
medium-of-exchange    0.777778
bnb-chain             0.666667
pow                   0.666667
privacy               0.333333
scrypt                0.222222
smart-contracts       0.222222
hybrid-pow-pos        0.222222
dao                   0.222222
binance-chain         0.222222
Name: 0, dtype: float64",Dash,dash,"After the creation of bitcoin, the number of cryptocurrencies available over the internet is growing. This is a list of notable cryptocurrencies."
80,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,MINA,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Mina,mina,"The Pirate Bay (sometimes abbreviated as TPB) is an online index of digital content of entertainment media and software. Founded in 2003 by Swedish think tank Piratbyrån, The Pirate Bay allows visitors to search, download, and contribute magnet links and torrent files, which facilitate peer-to-peer (P2P) file sharing among users of the BitTorrent protocol.
The Pirate Bay has sparked controversies and discussion about legal aspects of file sharing, copyright, and civil liberties and has become a platform for political initiatives against established intellectual property laws as well as a central figure in an anti-copyright movement."
81,81,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,USDN,"USDT,USDC,UST,BUSD,DAI,TUSD,USDN,USDP",7,"stablecoin                 1.000
bnb-chain                  1.000
usd-stablecoin             1.000
asset-backed-stablecoin    0.625
moonriver-ecosystem        0.500
arbitrum-ecosytem          0.500
avalanche-ecosystem        0.375
fantom-ecosystem           0.250
harmony-ecosystem          0.250
injective-ecosystem        0.250
defi                       0.250
store-of-value             0.250
Name: 7, dtype: float64",Neutrino USD,neutrino usd,"Coinbase Global, Inc., branded Coinbase, is an American company that operates a cryptocurrency exchange platform. Coinbase is a distributed company; all employees operate via remote work and the company lacks a physical headquarters. It is the largest cryptocurrency exchange in the United States by trading volume."
82,82,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,AR,"FIL,BTT,AR,HOT",10,"filesharing              1.00
distributed-computing    1.00
storage                  1.00
web3                     0.75
platform                 0.50
bnb-chain                0.50
Name: 10, dtype: float64",Arweave,arweave,"Proof of space (PoS) is a type of consensus algorithm achieved by demonstrating one's legitimate interest in a service (such as sending an email) by allocating a non-trivial amount of memory or disk space to solve a challenge presented by the service provider. The concept was formulated in 2013 by Dziembowski et al. and (with a different formulation) by Ateniese et al..Proofs of space are very similar to proofs of work (PoW), except that instead of computation, storage is used to earn cryptocurrency."
83,83,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,AMP,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Amp,amp,"Brave is a free and open-source web browser developed by Brave Software, Inc. based on the Chromium web browser. Brave is a privacy-focused browser, which automatically blocks online advertisements and website trackers in its default settings."
84,84,7,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,USDP,"USDT,USDC,UST,BUSD,DAI,TUSD,USDN,USDP",7,"stablecoin                 1.000
bnb-chain                  1.000
usd-stablecoin             1.000
asset-backed-stablecoin    0.625
moonriver-ecosystem        0.500
arbitrum-ecosytem          0.500
avalanche-ecosystem        0.375
fantom-ecosystem           0.250
harmony-ecosystem          0.250
injective-ecosystem        0.250
defi                       0.250
store-of-value             0.250
Name: 7, dtype: float64",Pax Dollar,pax dollar,"Paxos Trust Company is a New York-based financial institution and technology company specializing in blockchain. The company's product offerings include a cryptocurrency brokerage service, asset tokenization services, and settlement services. ItBit, a bitcoin exchange run by Paxos, was the first bitcoin exchange to be licensed by the New York State Department of Financial Services, granting the company the ability to be the custodian and exchange for customers in the United States.Paxos was founded in 2012 and is based in New York City, with offices in London and Singapore."
85,85,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,COMP,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Compound,compound,"A cryptocurrency, crypto-currency, crypto, or coin is a digital currency designed to work as a medium of exchange through a computer network that is not reliant on any central authority, such as a government or bank, to uphold or maintain it.Individual coin ownership records are stored in a digital ledger, which is a computerized database using strong cryptography to secure transaction records, to control the creation of additional coins, and to verify the transfer of coin ownership. Despite their name, cryptocurrencies are not considered to be currencies in the traditional sense and while varying treatments have been applied to them, including classification as commodities, securities, as well as currencies, cryptocurrencies are generally viewed as a distinct asset class in practice. Some crypto schemes use validators to maintain the cryptocurrency."
86,86,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KNC,"UNI,CAKE,AAVE,CRV,KNC",14,"governance                1.0
defi                      1.0
yield-farming             0.8
decentralized-exchange    0.8
dao                       0.8
amm                       0.8
parafi-capital            0.6
bnb-chain                 0.6
arbitrum-ecosytem         0.4
polygon-ecosystem         0.4
fantom-ecosystem          0.4
Name: 14, dtype: float64",Kyber Network Crystal v2,kyber network crystal v2,Post-Quantum Cryptography Standardization is a program and competition by NIST to update their standards to include post-quantum cryptography. It was announced at PQCrypto 2016. 23 signature schemes and 59 encryption/KEM schemes were submitted by the initial submission deadline at the end of 2017 of which 69 total were deemed complete and proper and participated in the first round.
87,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TFUEL,"BNB,CRO,TRX,HBAR,CHZ,NEXO,CELO,TFUEL,XEM",1,"payments                1.000000
smart-contracts         0.333333
bnb-chain               0.222222
mobile                  0.222222
medium-of-exchange      0.222222
media                   0.222222
marketplace             0.222222
centralized-exchange    0.222222
content-creation        0.222222
Name: 1, dtype: float64",Theta Fuel,theta fuel,"Malcolm CasSelle (1970-2020) was an American businessman. He was CEO of BIGtoken, Inc. He was the CIO of OPSkins and was the President of WAX (Worldwide Asset eXchange)."
88,88,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,DCR,"ETH,DOGE,LTC,XMR,ETC,ZEC,MIOTA,DASH,DCR",0,"mineable              0.888889
medium-of-exchange    0.777778
bnb-chain             0.666667
pow                   0.666667
privacy               0.333333
scrypt                0.222222
smart-contracts       0.222222
hybrid-pow-pos        0.222222
dao                   0.222222
binance-chain         0.222222
Name: 0, dtype: float64",Decred,decred,
89,89,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KDA,"ADA,ALGO,WAVES,NEO,ZIL,KDA,ICX",11,"smart-contracts         1.000000
platform                1.000000
mineable                0.428571
enterprise-solutions    0.285714
research                0.285714
pos                     0.285714
bnb-chain               0.285714
Name: 11, dtype: float64",Kadena,kadena,"USS Pueblo (AGER-2) is a  Banner-class environmental research ship, attached to Navy intelligence as a spy ship, which was attacked and captured by North Korean forces on 23 January 1968, in what was later known as the ""Pueblo incident"" or alternatively, as the ""Pueblo crisis"".
The seizure of the U.S. Navy ship and her 83 crew members, one of whom was killed in the attack, came less than a week after President Lyndon B. Johnson's State of the Union address to the United States Congress, a week before the start of the Tet Offensive in South Vietnam during the Vietnam War and three days after 31 men of North Korea's KPA Unit 124 had crossed the Korean Demilitarized Zone (DMZ) and killed 26 South Koreans in an attempt to attack the South Korean Blue House (executive mansion) in the capital Seoul. The taking of Pueblo and the abuse and torture of her crew during the subsequent eleven months became a major Cold War incident, raising tensions between western and eastern powers."
90,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,GLMR,"SOL,DOT,SHIB,WBTC,VET,ICP,EGLD,RUNE,KLAY,HNT,FLOW,GMT,XEC,MKR,CVX,KSM,QNT,LRC,MINA,AMP,COMP,GLMR,KAVA,ROSE,SCRT,ZRX,AUDIO,IOTX",4,"defi                      0.357143
platform                  0.214286
polkadot-ecosystem        0.178571
injective-ecosystem       0.178571
bnb-chain                 0.178571
substrate                 0.142857
cosmos-ecosystem          0.142857
scaling                   0.107143
lending-borowing          0.107143
iot                       0.107143
smart-contracts           0.107143
polkadot                  0.107143
decentralized-exchange    0.107143
dao                       0.107143
collectibles-nfts         0.107143
solana-ecosystem          0.107143
web3                      0.107143
binance-launchpad         0.107143
                          0.071429
distributed-computing     0.071429
governance                0.071429
spartan-group             0.071429
pos                       0.071429
enterprise-solutions      0.071429
privacy                   0.071429
Name: 4, dtype: float64",Moonbeam,moonbeam,"Michael John Moorcock (born 18 December 1939) is an English writer, best-known for science fiction and fantasy, who has published a number of well-received literary novels as well as comic thrillers, graphic novels and non-fiction. He has worked as an editor and is also a successful musician. He is best known for his novels about the character Elric of Melniboné, a seminal influence on the field of fantasy since the 1960s and '70s.As editor of the British science fiction magazine New Worlds, from May 1964 until March 1971 and then again from 1976 to 1996, Moorcock fostered the development of the science fiction ""New Wave"" in the UK and indirectly in the United States, leading to the advent of cyberpunk."
